language,dsp,bench_case,mode,precision,opt,samp_rate,buff_size,inputs,outputs,warmup_iters,run_iters,batches,elapsed_s,ns_per_compute,fast_ns_per_compute,slow_ns_per_compute,spread_ns_per_compute,spread_percent,ns_per_frame,ns_per_out_samp,frames_per_s,fast_frames_per_s,slow_frames_per_s,out_samp_per_s,fast_out_samp_per_s,slow_out_samp_per_s,checksum
mojo,karplus,run,vec,double,O3,48000,128,0,1,50,380000,380,0.10078199999998105,265.2157894736344,264.79999996809056,267.0000000307482,2.2000000626576366,0.8295132303487319,2.0719983552627688,2.0719983552627688,482625865.7300822,483383685.8588539,479400749.0084618,482625865.7300822,483383685.8588539,479400749.0084618,0.0
cpp,karplus32,run,scalar,double,O3,48000,128,0,2,50,112900,553,0.38287683200000006,3391.2916917626217,3281.33154296875,3450.8797653958945,169.54822242714454,4.9995175242216323,26.494466341895482,13.247233170947741,37743730.600027524,39008554.400508203,37091990.6522201,75487461.200055048,78017108.801016405,74183981.3044402,0.062972593084850814
cpp,karplus32,run,vec,double,O3,48000,128,0,2,50,118614,676,0.52851141599999996,4455.7254287015021,4251.7051991150438,4508.408163265306,256.70296415026223,5.7611935083951344,34.810354911730485,17.405177455865243,28727084.298213154,30105568.002843216,28391395.668863621,57454168.596426308,60211136.005686432,56782791.337727241,0.062972593084850814
mojo,karplus32,run,scalar,double,O3,48000,128,0,2,50,112968,552,0.3719069999997373,3292.1446781366153,3231.689803683438,3325.536992746588,93.84718906314993,2.8506398788120184,25.719880297942307,12.859940148971154,38880429.784893036,39607761.813682504,38490024.40182864,77760859.56978607,79215523.62736501,76980048.80365728,0.06297259308485081
mojo,karplus32,run,vec,double,O3,48000,128,0,2,50,107128,444,0.26895899999954054,2510.6321409859283,2446.601941641153,2525.6723716545794,79.07043001342618,3.1494231561289228,19.614313601452565,9.807156800726283,50983175.87447687,52317460.31973597,50679574.05581731,101966351.74895374,104634920.63947193,101359148.11163463,0.06297259308485081
cpp,lowShelf,run,scalar,double,O3,48000,128,1,1,50,280000,285,0.10031654399999999,358.27337142857141,354.89159999999998,375.98750000000001,21.095900000000029,5.8882132143627359,2.7990107142857141,2.7990107142857141,357269086.14395648,360673512.70077962,340436849.62930948,357269086.14395648,360673512.70077962,340436849.62930948,8.2560000285739079
cpp,lowShelf,run,vec,double,O3,48000,128,1,1,50,220000,221,0.10162983400000002,461.95379090909091,461.14170000000001,463.74590000000001,2.6041999999999916,0.56373603837628838,3.6090139914772728,3.6090139914772728,277083990.9076305,277571948.05848181,276013221.89587015,277083990.9076305,277571948.05848181,276013221.89587015,8.2560000285739079
mojo,lowShelf,run,scalar,double,O3,48000,128,1,1,50,350000,353,0.10049600000002101,287.13142857148864,286.19999998227286,289.2999999858148,3.100000003541936,1.0796449622268058,2.243214285714755,2.243214285714755,445788887.11979216,447239692.5504133,442447286.5754449,445788887.11979216,447239692.5504133,442447286.5754449,8.256000028573908
mojo,lowShelf,run,vec,double,O3,48000,128,1,1,50,300000,303,0.10241099999939252,341.36999999797496,332.5999999560736,574.2999999711174,241.70000001504377,70.80294109513946,2.6669531249841794,2.6669531249841794,374959721.1259316,384846662.7086739,222880027.87121254,374959721.1259316,384846662.7086739,222880027.87121254,8.256000028573908
cpp,lowboost,run,scalar,double,O3,48000,128,1,1,50,280000,285,0.099841126000000016,356.57544999999999,355.57499999999999,359.14999999999998,3.5749999999999886,1.0025928593794073,2.7857457031249999,2.7857457031249999,358970310.49108958,359980313.57660127,356397048.58694142,358970310.49108958,359980313.57660127,356397048.58694142,8.2560000285739079
cpp,lowboost,run,vec,double,O3,48000,128,1,1,50,220000,221,0.10176429199999999,462.56496363636364,461.25420000000003,464.9375,3.6832999999999743,0.79627734254761418,3.613788778409091,3.613788778409091,276717888.43182832,277504248.1997996,275305820.67482191,276717888.43182832,277504248.1997996,275305820.67482191,8.2560000285739079
mojo,lowboost,run,scalar,double,O3,48000,128,1,1,50,390000,390,0.10101299999996627,259.0076923076058,258.09999997363775,267.0999999736523,9.000000000014552,3.4748002732389374,2.0234975961531703,2.0234975961531703,494193816.63762754,495931809.4268651,479221265.49092615,494193816.63762754,495931809.4268651,479221265.49092615,8.256000028573908
mojo,lowboost,run,vec,double,O3,48000,128,1,1,50,270000,277,0.09904000000005908,366.81481481503357,365.99999998543353,368.6999999899854,2.700000004551839,0.7360662371047676,2.8657407407424498,2.8657407407424498,348949919.2243476,349726775.970203,347165717.3948379,348949919.2243476,349726775.970203,347165717.3948379,8.256000028573908
cpp,lowcut,run,scalar,double,O3,48000,128,1,1,50,280000,285,0.099767547000000026,356.31266785714286,355.05419999999998,360.6542,5.6000000000000227,1.5716533553741745,2.7836927176339286,2.7836927176339286,359235052.65695256,360508339.29017037,354910604.11884844,359235052.65695256,360508339.29017037,354910604.11884844,8.2560000285739079
cpp,lowcut,run,vec,double,O3,48000,128,1,1,50,220000,220,0.101710542,462.32064545454546,461.17919999999998,465.54169999999999,4.3625000000000114,0.94360916885095591,3.6118800426136364,3.6118800426136364,276864122.89495027,277549377.76898873,274948516.96421611,276864122.89495027,277549377.76898873,274948516.96421611,8.2560000285739079
mojo,lowcut,run,scalar,double,O3,48000,128,1,1,50,390000,391,0.10089600000037535,258.70769230865477,258.09999997363775,260.2000000024418,2.100000028804061,0.8117269378672463,2.0211538461613654,2.0211538461613654,494766888.6756094,495931809.4268651,491929285.1606411,494766888.6756094,495931809.4268651,491929285.1606411,8.256000028573908
mojo,lowcut,run,vec,double,O3,48000,128,1,1,50,270000,277,0.09911700000020573,367.10000000076195,366.39999998442363,369.1000000344502,2.700000050026574,0.7354944293165269,2.8679687500059527,2.8679687500059527,348678834.1044247,349344978.1807902,346789487.91127884,348678834.1044247,349344978.1807902,346789487.91127884,8.256000028573908
cpp,modulations,run,scalar,double,O3,48000,128,0,2,50,130389,821,0.82653878400000025,6339.022340841635,6172.2279693486589,6476.2617237008872,304.03375435222824,4.7962246858379354,49.523612037825274,24.761806018912637,20192388.213448912,20738054.49760592,19764488.444246177,40384776.426897824,41476108.99521184,39528976.888492353,-3.653209408512339
cpp,modulations,run,vec,double,O3,48000,128,0,2,50,133339,886,1.0247863330000002,7685.5708607384186,7442.0446964643097,7779.7813315926896,337.73663512837993,4.3944248416692195,60.043522349518895,30.021761174759447,16654585.88819802,17199574.205837861,16452904.592601914,33309171.77639604,34399148.411675721,32905809.185203828,-3.653209408512339
mojo,modulations,run,scalar,double,O3,48000,128,0,2,50,129514,836,0.8757570000002488,6761.8713034903485,6560.586734733487,6887.966804571075,327.38006983758805,4.8415602004817915,52.82711955851835,26.413559779259174,18929671.130228236,19510450.082510766,18583132.53122171,37859342.26045647,39020900.16502153,37166265.06244342,-3.653209408512339
mojo,modulations,run,vec,double,O3,48000,128,0,2,50,126465,771,0.7462969999996858,5901.213774559648,5738.12423878561,5996.94935941524,258.82512062962996,4.385964151060493,46.10323261374725,23.051616306873626,21690452.99660432,22306941.201239888,21344185.57312634,43380905.99320864,44613882.402479775,42688371.14625268,-3.653209408512339
cpp,modulations_1,run,scalar,double,O3,48000,128,0,2,50,128697,825,0.81751308699999992,6352.2311087282533,6222.2485875706216,6443.6963055729493,221.44771800232775,3.4861407623858103,49.626805536939479,24.813402768469739,20150400.356832456,20571341.404727705,19864375.031035658,40300800.713664912,41142682.80945541,39728750.062071316,-3.653209408512339
cpp,modulations_1,run,vec,double,O3,48000,128,0,2,50,134347,888,1.0326922519999997,7686.7533476743065,7474.9466237942124,7818.7010443864228,343.75442059221041,4.4720365678991936,60.05276052870552,30.02638026435276,16652023.840302818,17123868.094596293,16371005.781311961,33304047.680605635,34247736.189192586,32742011.562623922,-3.653209408512339
mojo,modulations_1,run,scalar,double,O3,48000,128,0,2,50,131658,841,0.8905840000002172,6764.37436388383,6527.156549676608,6903.8709675477285,376.71441787112053,5.569094754460432,52.84667471784242,26.42333735892121,18922666.475027498,19610376.896252297,18540323.33478937,37845332.950054996,39220753.792504594,37080646.66957874,-3.653209408512339
mojo,modulations_1,run,vec,double,O3,48000,128,0,2,50,125907,777,0.7280869999999595,5782.736464215327,5591.861161014679,5858.943577310032,267.08241629535314,4.618616427501235,45.17762862668224,22.58881431334112,22134849.269387994,22890410.958768077,21846941.91214034,44269698.53877599,45780821.917536154,43693883.82428068,-3.653209408512339
cpp,multibandfilter,run,scalar,double,O3,48000,128,1,1,50,107141,194,0.095300541000000016,889.4871337769855,887.62127130681813,893.09181317705554,5.4705418702374118,0.6150220348897143,6.9491182326326992,6.9491182326326992,143903149.51097703,144205647.3157177,143322330.48319745,143903149.51097703,144205647.3157177,143322330.48319745,8.2560000285739079
cpp,multibandfilter,run,vec,double,O3,48000,128,1,1,50,99590,195,0.095082709999999987,954.7415403152927,943.25862682319462,959.65280427317816,16.394177449983545,1.7171325178298571,7.4589182837132242,7.4589182837132242,134067697.48148745,135699792.57024327,133381572.40830931,134067697.48148745,135699792.57024327,133381572.40830931,8.2560000285739079
mojo,multibandfilter,run,scalar,double,O3,48000,128,1,1,50,102036,202,0.10906299999987823,1068.8678505613532,1061.6224648786354,1077.0278156008364,15.405350722201092,1.441277395901695,8.350530082510572,8.350530082510572,119752876.77777599,120570168.99565417,118845584.25131597,119752876.77777599,120570168.99565417,118845584.25131597,8.256000028573908
mojo,multibandfilter,run,vec,double,O3,48000,128,1,1,50,96737,217,0.10848899999973582,1121.4840236903751,1117.9904106235329,1125.4159733973888,7.425562773855972,0.6621193540877457,8.761593935081056,8.761593935081056,114134483.68065105,114491143.02206852,113735723.52416104,114134483.68065105,114491143.02206852,113735723.52416104,8.256000028573908
cpp,noise,run,scalar,double,O3,48000,128,0,1,50,850000,851,0.10080725,118.59676470588235,117.47499999999999,122.2458,4.7708000000000084,4.0227067001629413,0.92653722426470586,0.92653722426470586,1079287452.0433798,1089593530.5384126,1047070737.8085791,1079287452.0433798,1089593530.5384126,1047070737.8085791,-1.2661756044253707
cpp,noise,run,vec,double,O3,48000,128,0,1,50,460000,468,0.09926075199999998,215.78424347826086,215.28749999999999,217.87090000000001,2.5834000000000117,1.1972143833848905,1.685814402173913,1.685814402173913,593185109.05498695,594553794.3447715,587503884.18095303,593185109.05498695,594553794.3447715,587503884.18095303,-1.7146007167175412
mojo,noise,run,scalar,double,O3,48000,128,0,1,50,860000,861,0.10021899999992456,116.53372093014492,116.20000000220898,118.40000001939188,2.2000000171829015,1.8878655891385048,0.9104196947667572,0.9104196947667572,1098394516.010765,1101549053.3353417,1081081080.9040186,1098394516.010765,1101549053.3353417,1081081080.9040186,-4.203553494997323
mojo,noise,run,vec,double,O3,48000,128,0,1,50,490000,496,0.09933899999987261,202.73265306096454,202.30000000083237,203.9999999851716,1.6999999843392288,0.8385427599706965,1.5838488520387854,1.5838488520387854,631373378.0295798,632723677.7037733,627450980.4377651,631373378.0295798,632723677.7037733,627450980.4377651,1.260741031030193
cpp,noiseabs,run,scalar,double,O3,48000,128,0,1,50,850000,853,0.10038587799999998,118.10103294117647,117.41249999999999,121.9042,4.4917000000000087,3.8032690215649727,0.92266431985294117,0.92266431985294117,1083817785.6052623,1090173533.4823806,1050004839.8660587,1083817785.6052623,1090173533.4823806,1050004839.8660587,64.749209291301668
cpp,noiseabs,run,vec,double,O3,48000,128,0,1,50,430000,432,0.100562707,233.86676046511627,233.41249999999999,235.87909999999999,2.4665999999999997,1.0547031117609036,1.8270840661337209,1.8270840661337209,547320190.97298169,548385369.2497189,542650874.96094394,547320190.97298169,548385369.2497189,542650874.96094394,61.089364818297327
mojo,noiseabs,run,scalar,double,O3,48000,128,0,1,50,860000,860,0.10010899999997491,116.40581395345919,116.0000000254513,118.2999999855383,2.299999960087007,1.9758462932157168,0.9094204215113999,0.9094204215113999,1099601434.43674,1103448275.619964,1081994928.2810438,1099601434.43674,1103448275.619964,1081994928.2810438,64.76708569563925
mojo,noiseabs,run,vec,double,O3,48000,128,0,1,50,490000,497,0.0994989999999234,203.0591836733131,202.3999999892112,206.00000002559682,3.600000036385609,1.7728821574390758,1.5863998724477586,1.5863998724477586,630358094.0516818,632411067.2273861,621359223.223763,630358094.0516818,632411067.2273861,621359223.223763,62.206794363912195
cpp,notch,run,scalar,double,O3,48000,128,1,1,50,280000,283,0.10030541900000001,358.23363928571428,357.41250000000002,360.52089999999998,3.1083999999999605,0.86770187361461382,2.7987003069196428,2.7987003069196428,357308711.30701321,358129612.14283216,355041829.75244987,357308711.30701321,358129612.14283216,355041829.75244987,8.2560000478988513
cpp,notch,run,vec,double,O3,48000,128,1,1,50,220000,222,0.10147629199999998,461.25587272727273,459.32080000000002,463.82499999999999,4.5041999999999689,0.97650789210941336,3.6035615056818182,3.6035615056818182,277503241.84096128,278672335.32642108,275966151.02678812,277503241.84096128,278672335.32642108,275966151.02678812,8.2560000478988513
mojo,notch,run,scalar,double,O3,48000,128,1,1,50,340000,345,0.09981099999959042,293.5617647046778,292.699999999968,295.89999999188876,3.1999999919207767,1.090060211056425,2.293451286755295,2.293451286755295,436024085.52342516,437307823.7103314,432578573.85437226,436024085.52342516,437307823.7103314,432578573.85437226,8.256000047898851
mojo,notch,run,vec,double,O3,48000,128,1,1,50,340000,346,0.09966599999961545,293.13529411651604,292.3000000009779,295.300000016141,3.0000000151630957,1.023418222020938,2.2901194852852815,2.2901194852852815,436658439.188569,437906260.68960583,433457500.82290405,436658439.188569,437906260.68960583,433457500.82290405,8.256000047898851
cpp,osc,run,scalar,double,O3,48000,128,0,1,50,310000,314,0.099803709000000004,321.94744838709676,321.32499999999999,322.94170000000003,1.6167000000000371,0.50216270018583331,2.5152144405241934,2.5152144405241934,397580414.57156664,398350579.6312145,396356370.20552003,397580414.57156664,398350579.6312145,396356370.20552003,-11.875598222017288
cpp,osc,run,vec,double,O3,48000,128,0,1,50,210000,213,0.10074670699999998,479.74622380952383,476.64999999999998,483.37920000000003,6.7292000000000485,1.4026582526414586,3.7480173735119049,3.7480173735119049,266807728.0183461,268540858.07196057,264802457.36680436,266807728.0183461,268540858.07196057,264802457.36680436,11.010009929537773
mojo,osc,run,scalar,double,O3,48000,128,0,1,50,320000,324,0.10015399999929286,312.9812499977901,312.3999999843363,314.80000002375164,2.4000000394153176,0.7668191111870962,2.445166015607735,2.445166015607735,408970185.91658044,409731113.9770099,406607369.72789836,408970185.91658044,409731113.9770099,406607369.72789836,11.010009929537773
mojo,osc,run,vec,double,O3,48000,128,0,1,50,290000,294,0.09788600000001679,337.5379310345407,337.2000000126718,338.2000000328844,1.0000000202126103,0.2962630058043103,2.637015086207349,2.637015086207349,379216639.7645591,379596678.5147978,378474275.53978145,379216639.7645591,379596678.5147978,378474275.53978145,11.010009929537773
cpp,panpot,run,scalar,double,O3,48000,128,1,2,50,1000000,1000,0.020528369000000005,20.528369000000001,20.1541,21.520800000000001,1.3667000000000016,6.6576161018929536,0.16037788281250001,0.080188941406250006,6235273732.6574736,6351065043.8372345,5947734284.9708185,12470547465.314947,12702130087.674469,11895468569.941637,11.675747242406942
cpp,panpot,run,vec,double,O3,48000,128,1,2,50,1000000,1000,0.039159542999999991,39.159542999999999,37.229100000000003,41.25,4.0208999999999975,10.267995211282209,0.30593392968749999,0.15296696484375,3268679616.6135039,3438170678.3134694,3103030303.030303,6537359233.2270079,6876341356.6269388,6206060606.060606,11.675747242406942
mojo,panpot,run,scalar,double,O3,48000,128,1,2,50,1000000,1000,0.03732200000058583,37.322000000585845,36.499999987427145,38.89999998136773,2.3999999939405825,6.430523535456056,0.2915781250045769,0.14578906250228846,3429612560.902171,3506849316.2764688,3290488433.4526806,6859225121.804342,7013698632.5529375,6580976866.905361,11.675747242406942
mojo,panpot,run,vec,double,O3,48000,128,1,2,50,1000000,1000,0.024109999999836873,24.10999999983685,23.89999999650172,25.499999992462108,1.5999999959603883,6.636250501747057,0.1883593749987254,0.0941796874993627,5309000414.801578,5355648536.348768,5019607844.621069,10618000829.603155,10711297072.697536,10039215689.242138,11.675747242406942
cpp,parametric_eq,run,scalar,double,O3,48000,128,1,2,50,110650,1000,3.4910839209999995,31550.690655219161,30751.973190348526,33421.428571428572,2669.4553810800462,8.4608461039773175,246.4897707438997,123.24488537194985,4056963.4877018477,4162334.534038052,3829878.1790980976,8113926.9754036954,8324669.0680761039,7659756.3581961952,0.14299364644102752
cpp,parametric_eq,run,vec,double,O3,48000,128,1,2,50,124650,1000,2.1568217109999992,17303.022150020057,16853.87323943662,17412.267139479907,558.39390004328743,3.2271466521970562,135.17986054703169,67.589930273515847,7397551.6467712363,7594693.4085448654,7351139.2269980572,14795103.293542473,15189386.817089731,14702278.453996114,-0.053996201953623313
mojo,parametric_eq,run,scalar,double,O3,48000,128,1,2,50,111450,1000,3.5022670000003018,31424.558097804405,30638.22222247836,32489.535941872946,1851.313719394584,5.891295952778833,245.50436013909692,122.75218006954846,4073247.413746231,4177788.0932690073,3939730.017350968,8146494.827492462,8355576.186538015,7879460.034701936,0.10116144143648853
mojo,parametric_eq,run,vec,double,O3,48000,128,1,2,50,121750,1000,2.312707000000046,18995.540041068143,18376.579612332105,19821.90635437389,1445.3267420417833,7.608768894787951,148.40265657084487,74.20132828542243,6738423.847032802,6965387.612943059,6457502.0036736075,13476847.694065604,13930775.225886118,12915004.007347215,0.02112143099293462
cpp,peakNotch,run,scalar,double,O3,48000,128,1,1,50,280000,286,0.099650332000000022,355.89404285714284,355.26249999999999,357.87090000000001,2.6084000000000174,0.73291476841241721,2.7804222098214284,2.7804222098214284,359657607.56321406,360296963.51289541,357670880.75616097,359657607.56321406,360296963.51289541,357670880.75616097,8.2560000285739079
cpp,peakNotch,run,vec,double,O3,48000,128,1,1,50,240000,247,0.098521375000000008,410.50572916666664,410.14589999999998,411.69999999999999,1.5541000000000054,0.37858180521739709,3.2070760091145831,3.2070760091145831,311810508.12577468,312084065.69467109,310905999.51420939,311810508.12577468,312084065.69467109,310905999.51420939,8.2560000285739079
mojo,peakNotch,run,scalar,double,O3,48000,128,1,1,50,340000,344,0.09999099999959071,294.0911764693843,293.599999986327,295.29999997066625,1.6999999843392288,0.5780520193594463,2.297587316167065,2.297587316167065,435239171.5272188,435967302.4726191,433457500.88965434,435239171.5272188,435967302.4726191,433457500.88965434,8.256000028573908
mojo,peakNotch,run,vec,double,O3,48000,128,1,1,50,330000,339,0.09844799999973475,298.327272726469,297.599999976228,300.4999999575375,2.89999998130952,0.9720867806707296,2.330681818175539,2.330681818175539,429058995.61305267,430107526.916077,425956738.8289091,429058995.61305267,430107526.916077,425956738.8289091,8.256000028573908
cpp,phaser_flanger,run,scalar,double,O3,48000,128,1,2,50,116250,1000,2.8726710390000001,24711.148722580645,23927.584670231729,25502.304653204566,1574.7199829728379,6.3725082174503873,193.05584939516129,96.527924697580644,5179848.2311360817,5349474.3311574031,5019154.2192213517,10359696.462272163,10698948.662314806,10038308.438442703,-0.0077358701291814214
cpp,phaser_flanger,run,vec,double,O3,48000,128,1,2,50,123550,1000,2.2923855799999995,18554.314690408741,17980.955028618151,29077.722222222223,11096.767193604072,59.806936439103886,144.95558351881829,72.477791759409143,6898664.927040766,7118643.0195880914,4401995.4184092823,13797329.854081532,14237286.039176183,8803990.8368185647,0.026693272061976359
mojo,phaser_flanger,run,scalar,double,O3,48000,128,1,2,50,115550,1000,2.845624000000498,24626.776287325814,23568.661971771242,25997.48322136171,2428.8212495904663,9.86252208268307,192.39668974473292,96.19834487236646,5197594.62247908,5430940.464643632,4923553.5190123515,10395189.24495816,10861880.929287264,9847107.038024703,0.023946195647567947
mojo,phaser_flanger,run,vec,double,O3,48000,128,1,2,50,130450,1000,1.943546000000424,14898.781142203328,14406.446540883935,15427.357032603488,1020.9104917195527,6.852308802816428,116.3967276734635,58.19836383673175,8591306.81753679,8884911.32332667,8296949.356230657,17182613.63507358,17769822.64665334,16593898.712461313,-0.032033751112066966
cpp,phasor,run,scalar,double,O3,48000,128,0,3,50,330000,332,0.10046775100000001,304.44773030303031,303.15410000000003,306.13339999999999,2.9792999999999665,0.97859162787468867,2.3784978929924243,0.79283263099747481,420433418.48072219,422227507.39640331,418118375.84530145,1261300255.4421666,1266682522.1892099,1254355127.5359044,152.38749979878776
cpp,phasor,run,vec,double,O3,48000,128,0,3,50,320000,323,0.10011058299999999,312.84557187500002,301.69170000000003,317.00830000000002,15.316599999999994,4.8958979691487743,2.4441060302734376,0.81470201009114585,409147552.36217141,424274184.54004532,403774916.93435156,1227442657.0865142,1272822553.620136,1211324750.8030548,149.41249981964938
mojo,phasor,run,scalar,double,O3,48000,128,0,3,50,320000,323,0.10038600000007136,313.70625000022295,312.6999999949476,317.1000000293134,4.400000034365803,1.402586028924408,2.450830078126742,0.8169433593755806,408025023.4093487,409338023.6714683,403658151.9652079,1224075070.2280462,1228014071.014405,1210974455.8956237,149.41249981964938
mojo,phasor,run,vec,double,O3,48000,128,0,3,50,300000,308,0.09873900000002322,329.1300000000774,328.20000001265726,331.89999999194697,3.6999999792897142,1.1241758512711828,2.571328125000605,0.8571093750002016,388904080.4544402,390006093.83017546,385658330.8318943,1166712241.3633206,1170018281.4905264,1156974992.4956827,149.32708314503543
cpp,phasor_sine,run,scalar,double,O3,48000,128,0,1,50,220000,228,0.097885665999999982,444.93484545454544,427.33749999999998,448.5,21.162500000000023,4.7563143719122323,3.4760534801136362,3.4760534801136362,287682570.39799887,299529060.75408781,285395763.6566332,287682570.39799887,299529060.75408781,285395763.6566332,17.99027189379558
cpp,phasor_sine,run,vec,double,O3,48000,128,0,1,50,180196,196,0.101180042,561.49993340584695,560.14068601583108,562.73714165261379,2.5964556367827072,0.46241423770677687,4.3867182297331793,4.3867182297331793,227960846.27045321,228514020.1302613,227459661.93753806,227960846.27045321,228514020.1302613,227459661.93753806,13.211068912409246
mojo,phasor_sine,run,scalar,double,O3,48000,128,0,1,50,230000,230,0.1026609999998982,446.35217391260096,445.1999999673717,448.49999999314605,3.3000000257743523,0.7393265270442071,3.487126358692195,3.487126358692195,286769074.91675705,287511230.9285288,285395763.66099465,286769074.91675705,287511230.9285288,285395763.66099465,-8.872768386500859
mojo,phasor_sine,run,vec,double,O3,48000,128,0,1,50,190000,197,0.0986430000002656,519.1736842119243,494.6999999901891,524.4999999831634,29.799999992974335,5.7398903101587315,4.056044407905659,4.056044407905659,246545624.11863506,258742672.33179402,244041944.7170807,246545624.11863506,258742672.33179402,244041944.7170807,7.10176828840944
cpp,pitch_shifter,run,scalar,double,O3,48000,128,1,1,50,140391,195,0.098218208000000015,699.60473249709742,683.80562694440687,707.08096398591931,23.275337041512444,3.3269267574042618,5.4656619726335736,5.4656619726335736,182960454.74582469,187187696.26387757,181025945.42843467,182960454.74582469,187187696.26387757,181025945.42843467,8.2560000285739079
cpp,pitch_shifter,run,vec,double,O3,48000,128,1,1,50,108015,197,0.095854873000000021,887.4218673332407,884.27948672877483,891.99806406195,7.7185773331751761,0.86977542669418251,6.932983338540943,6.932983338540943,144238050.37016737,144750615.52486292,143498069.28629196,144238050.37016737,144750615.52486292,143498069.28629196,8.2560000285739079
mojo,pitch_shifter,run,scalar,double,O3,48000,128,1,1,50,99262,235,0.11890700000003562,1197.9105800813566,1195.6100709306797,1204.2237699639904,8.613699033310695,0.7190602684822845,9.358676406885598,9.358676406885598,106852716.82908654,107058315.34219429,106292537.31125699,106852716.82908654,107058315.34219429,106292537.31125699,8.256000028573908
mojo,pitch_shifter,run,vec,double,O3,48000,128,1,1,50,98165,239,0.11967700000013792,1219.1412417881925,1214.8594376515075,1230.1168920939112,15.257454442403741,1.2514919452667073,9.524540951470254,9.524540951470254,104991936.62930654,105361983.47970349,104055151.84993334,104991936.62930654,105361983.47970349,104055151.84993334,8.256000028573908
cpp,quadecho,run,scalar,double,O3,48000,128,4,4,50,610000,610,0.10194646099999999,167.12534590163935,166.30000000000001,168.57079999999999,2.2707999999999799,1.3587406432872522,1.3056667648565574,0.32641669121413935,765892206.89083076,769693325.31569445,759324865.27915871,3063568827.563323,3078773301.2627778,3037299461.1166348,119100253.49023438
cpp,quadecho,run,vec,double,O3,48000,128,4,4,50,320000,327,0.099050538000000007,309.53293124999999,308.17919999999998,312.82499999999999,4.6458000000000084,1.500906537226484,2.4182260253906249,0.60455650634765623,413526274.83961773,415342761.61402202,409174458.56309438,1654105099.3584709,1661371046.4560881,1636697834.2523775,63481152.002441406
mojo,quadecho,run,scalar,double,O3,48000,128,4,4,50,520000,527,0.09996799999908035,192.2461538443852,186.3999999841326,196.0999999937485,9.700000009615906,5.045614601719225,1.5019230769092593,0.3754807692273148,665813060.1853825,686695279.0284125,652728199.9188197,2663252240.74153,2746781116.11365,2610912799.6752787,102788200.81933594
mojo,quadecho,run,vec,double,O3,48000,128,4,4,50,300000,305,0.10033999999996013,334.4666666665337,323.50000001315493,351.9000000324013,28.400000019246363,8.49113016322234,2.6130208333322944,0.6532552083330736,382698823.9985575,395672333.8324419,363739698.7445705,1530795295.99423,1582689335.3297677,1454958794.978282,59158025.45605469
cpp,spat,run,scalar,double,O3,48000,128,1,8,50,480000,481,0.100572208,209.52543333333332,204.0667,211.23330000000001,7.1666000000000167,3.4203962192020363,1.6369174479166666,0.20461468098958333,610904356.40032887,627245895.58217978,605965063.27364099,4887234851.202631,5017967164.6574383,4847720506.1891279,14.948810350266285
cpp,spat,run,vec,double,O3,48000,128,1,8,50,155743,195,0.099594916999999991,639.48246149104614,635.98096632503655,642.50883822991591,6.5278719048793619,1.0208054634772441,4.995956730398798,0.62449459129984974,200161861.6741254,201263884.89208636,199219049.42605066,1601294893.3930032,1610111079.1366909,1593752395.4084053,14.948810350266285
mojo,spat,run,scalar,double,O3,48000,128,1,8,50,580000,588,0.10003000000006068,172.4655172414839,171.600000021499,174.70000002504094,3.100000003541936,1.7974607638240854,1.347386853449093,0.16842335668113662,742177346.795511,745920745.8272928,732684602.0701368,5937418774.364088,5967365966.618342,5861476816.561094,14.948810350266285
mojo,spat,run,vec,double,O3,48000,128,1,8,50,560000,568,0.0993069999999534,177.33392857134544,176.39999996390543,179.5000000129221,3.1000000490166713,1.748114460662541,1.3854213169636362,0.17317766462045453,721802088.4734573,725623582.9149153,713091921.9542359,5774416707.787659,5804988663.319323,5704735375.633887,14.948810350266285
cpp,spectral_level,run,scalar,double,O3,48000,128,1,2,50,108850,1000,4.059210789999999,37291.784933394578,36495.829747427502,37954.545454545456,1458.7157071179536,3.9116274796803361,291.34206979214514,145.67103489607257,3432391.3491568156,3507250.0306428131,3372455.0898203594,6864782.6983136311,7014500.0612856261,6744910.1796407187,16.512000057147816
cpp,spectral_level,run,vec,double,O3,48000,128,1,2,50,113950,1000,2.9936430770000011,26271.549600702063,25812.102941176472,26602.405636208368,790.30269503189629,3.0082073841992814,205.24648125548487,102.62324062774243,4872190.7137361765,4958914.0525164036,4811594.9268054161,9744381.427472353,9917828.1050328072,9623189.8536108322,16.512000057147816
mojo,spectral_level,run,scalar,double,O3,48000,128,1,2,50,108550,1000,4.070514000000003,37498.9774297559,36546.60633475439,38445.3262789401,1898.7199441857083,5.063391255781419,292.96076116996795,146.48038058498398,3413426.412487462,3502377.1790891844,3329403.3992921766,6826852.824974924,7004754.358178369,6658806.798584353,16.512000057147816
mojo,spectral_level,run,vec,double,O3,48000,128,1,2,50,118750,1000,2.4576520000005075,20696.016842109537,20167.487684960797,21458.231954436706,1290.7442694759084,6.236679643832099,161.68763157898076,80.84381578949038,6184764.970791984,6346849.047313491,5965076.725416547,12369529.941583969,12693698.094626982,11930153.450833093,16.512000057147816
cpp,spectral_tilt,run,scalar,double,O3,48000,128,1,1,50,116850,1000,2.7649617899999992,23662.488575096279,22899.182142857142,29548.750418760468,6649.5682759033261,28.101728416265153,184.86319199293968,184.86319199293968,5409405.675729068,5589719.2834865749,4331824.4658742975,5409405.675729068,5589719.2834865749,4331824.4658742975,-0.0088565090211432107
